raw_affiliation_string,to add,ror_id
"CHERH - Center for Health Economics Research Hannover, Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Campus Institute for Dynamics of Biological Networks, Georg-August Univeristy, Goettingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Campus Institute for Dynamics of Biological Networks, Göttingen 37075, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Campus-Institut Data Science (CIDAS) , Goldschmidtstrasse 1, 37077 Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Campus-Institut Data Science (CIDAS) , Göttingen 37077, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Campus-Institut Data Science (CIDAS) , Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Caprivistr. 30A, 49076, Osnabrück, Deutschland",Universität Vechta,https://ror.org/045y6d111
"Carl von Ossietzky University of Oldenburg, Department of Medical Physics and Acoustics and Cluster of Excellence Hearing4all, Carl-von-Ossietzky-Straße 11, 26129 Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Carl von Ossietzky University, Dept. of Medical Physics and Acoustics, Acoustics Group and Cluster of Excellence ""Hearing4All"", Carl-von-Ossietzky-Str. 9-11, Oldenburg 26129, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Carl von Ossietzky University, Dept. of Medical Physics and Acoustics, Acoustics Group and Cluster of Excellence “Hearing4All”, Carl-von-Ossietzky-Str. 9-11, Oldenburg 26129, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Carl-Ludwig-Institute for Physiology, Leipzig University, 04103 Leipzig, Germany; Department of Neurogenetics, Max-Planck-Institute for Multidisciplinary Sciences, 37075 Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Carl-Ludwig-Institute of Physiology, Medical Faculty, Leipzig University, Leipzig, Germany; Department of Neurogenetics, Max-Planck-Institute for Multidisciplinary Sciences, Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Center Nanoscale Microscopy and Molecular Physiology of the Brain (CNMPB), Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Center for Biomolecular Drug Research (BMWZ), Leibniz Universität, 30159 Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Center for Biomolecular Drug Research (BMWZ), Schneiderberg 38, 30167 Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
Center for Biostructural Imaging of Neurodegeneration  Von-Siebold-Str.3 A 37075 Göttingen Germany,Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Center for Biostructural Imaging of Neurodegeneration (BIN), Von-Siebold-Str. 3a, 37075 Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
Center for Biostructural Imaging of Neurodegeneration University Medicine Göttingen  Göttingen Germany,Universitätsmedizin Göttingen,https://ror.org/021ft0n22
Center for Biostructural Imaging of Neurodegeneration of UMG  Göttingen Germany,Universitätsmedizin Göttingen,https://ror.org/021ft0n22
Center for Biostructural Imaging of Neurodegeneration of UMG  Von-Siebold-Str. 3A 37075 Göttingen Germany,Universitätsmedizin Göttingen,https://ror.org/021ft0n22
Center for Biostructural Imaging of Neurodegeneration of UMG NMR Signal Enhancement Group Von-Siebold-Straße 3 A 37075 Göttingen Germany,Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Center for Biostructural Imaging of Neurodegeneration of UMG, Von-Siebold-Str. 3A, 37075 Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Center for Biostructural Imaging of Neurodegeneration, Göttingen 37075, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Center for Biostructural Imaging of Neurodegeneration, Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Center for Biostructural Imaging of Neurodegeneration, UMG, 37 075 Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Center for Biostructural Imaging of Neurodegeneration, Von-Siebold-Straßze 3A, 37 075 Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Center for Business Management in Horticulture and Applied Research, Institute of Horticultural Production Systems, Leibniz University Hanover, D-30419 Hanover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Center for Business Management in Horticulture and Applied Research, Institute of Horticultural Production Systems, Leibniz University Hanover, Hanover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Center for Ethics and Law in the Life Sciences (CELLS), Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Center for Ethics and Law in the Life Sciences, University of Hannover, Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Center for Health Economic Research Hannover (CHERH), Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
Center for Health Economics Research Hannover (CHERH) Hannover Germany,Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Center for Health Economics Research Hannover (CHERH), 30159 Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Center for Health Economics Research Hannover (CHERH), Hannover Medical School, Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Center for Health Economics Research Hannover (CHERH), Hannover, Deutschland",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Center for Health Economics Research Hannover (CHERH), Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Center for Health Economics Research Hannover (CHERH), Hanover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Center for Health Economics Research Hannover (CHERH), Leibniz University of Hanover, Member of the German Center for Lung Research (DZL), Otto-Brenner-Str. 7, 30159, Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Center for Health Economics Research Hannover (CHERH), Leibniz University of Hanover, Member of the German Center for Lung Research (DZL), Otto-Brenner-Str. 7, 30159, Hannover, Germany. kd@cherh.de",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Center for Health Economics Research Hannover (CHERH), Otto-Brenner-Str. 7, 30159, Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Center for Health Economics Research Hannover (CHERH), Otto-Brenner-Straße 7, 30159, Hanover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Center for Health Economics Research Hannover (CHERH), Otto-Brenner-Straße 7, 30159, Hanover, Germany. krueger.kathrin@mh-hannover.de",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Center for Health Economics Research Hannover, Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Center for Health Economics Research Hannover, Hanover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Center for Health Economics Research Hanover (CHERH), Hanover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Center for Health Economics Research Hanover (CHERH), Leibniz University Hanover, 30159 Hanover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Center for Health Economics Research, Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Center for Health Economics Research, Hannover, Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Center for Integrative Biological Signaling Studies, University of Freiburg, Freiburg, Germany; German Center for Infection Research (DZIF), Satellite Center Freiburg, Freiburg, Germany; Institute for Immunodeficiency, Center for Chronic Immunodeficiency, University Medical Center Freiburg, Freiburg, Germany;; Resolving Infection Susceptibility (RESIST) Cluster of Excellence, Hanover Medical School, Satellite Center Freiburg, Freiburg, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Center for Marine Sensors (ZfMarS), Institute for Chemistry and Biology of the Marine Environment (ICBM), Carl von Ossietzky University Oldenburg, Wilhelmshaven, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Center for Marine Sensors, Institute for Chemistry and Biology of the Marine Environment (ICBM), Carl von Ossietzky University Oldenburg, Schleusenstraße 1, 26382 Wilhelmshaven, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Center for Marine Sensors, Institute for Chemistry and Biology of the Marine Environment Universtät Oldenburg  Schleusenstraße 1 26382 Wilhelmshaven Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Center for Radiotherapy and Radiooncology Bremen and Westerstede, 28239, Bremen, Germany. Sonnhoff.Mathias@mh-hannover.de",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Center for Systems Neuroscience, Hannover Graduate School for Veterinary Pathobiology, Neuroinfectiology, and Translational Medicine (HGNI), Hannover, Germany",Stiftung Tierärztliche Hochschule Hannover,https://ror.org/015qjqf64
"Center for Thrombosis and Hemostasis (CTH), University Medical Center Mainz, Germany; Clinic of Cardiology and Pneumology, Heart Center, University Medical Center Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Center for Thrombosis and Hemostasis and Center for Cardiology, Cardiology I, University Medical Center of the Johannes Gutenberg-University Mainz, Mainz, Germany; Clinic of Cardiology and Pneumology, University Medical Center Goettingen, Goettingen, Germany; Department of Internal Medicine and Cardiology, Campus Virchow Klinikum, Charité – University Medicine, Berlin, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Center for Thrombosis and Hemostasis, University Medical Center of the Johannes Gutenberg University, Mainz, Germany; Clinic of Cardiology and Pneumology, University Medical Center Goettingen, Goettingen, Germany; Department of Internal Medicine and Cardiology, Charité-University Medicine Berlin, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Center for the Study of Democracy, Leuphana University, Lueneburg, Germany",Leuphana Universität Lüneburg,https://ror.org/02w2y2t16
"Center of Biodiversity and Sustainable Land Use (CBL), University of GÃ¶ttingen, 37077 GÃ¶ttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Center of Biomolecular Drug Research (BMWZ), Leibniz Universität, 30159 Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
Center of Nephrology Göttingen GbR  Göttingen Germany,Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Center of Pharmaceutical Engineering (PVZ), Franz-Liszt-Str. 35A, 38106 Braunschweig, Germany",Technische Universität Braunschweig,https://ror.org/010nsgg66
"Center of Structural and Cell Biology in Medicine, Institute of Biochemistry, University of Luebeck, Luebeck, Germany.; Centre for Structural Systems Biology (CSSB), Hamburg, Germany.; German Centre for Infection Research (DZIF), Hannover-Braunschweig Site, Braunschweig, Germany.; Institute of Virology, Hannover Medical School, Hannover, Germany",Technische Universität Braunschweig,https://ror.org/010nsgg66
"Central Research Institute of Ambulatory Health Care in Germany, Department of Epidemiology and Health Care Atlas, Berlin, Germany; Charité-Universitätsmedizin Berlin, Berlin, Germany; Hannover Medical School, Institute of Epidemiology, Social Medicine and Health System Research, Hannover, Germany; Charité-Universitätsmedizin Berlin, Department of Gynecology, Endometriosis Center, Berlin, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Centre de criminologie (KrimZ) & Université de Göttingen, Kriminologische Zentralstelle (KrimZ), Viktoriastrasse 35, 65189 Wiesbaden, Allemagne",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Centre for Criminology (KrimZ) & Göttingen University. Kriminologische Zentralstelle (KrimZ). Viktoriastrasse 35, 65189, Wiesbaden, Germany. adessec@gwdg.de",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Centre for Healthcare Technology, PFH- Private University Göttingen, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Centre for Individualised Infection Medicine (CiiM), A Joint Venture Between the Helmholtz-Centre for Infection Research (HZI) and Hannover Medical School (MHH), Hannover, Germany; TWINCORE, Centre for Experimental and Clinical Infection Research, A Joint Venture Between the Helmholtz-Centre for Infection Research (HZI) and Hannover Medical School (MHH), Hannover, Germany; Department of Internal Medicine and Radboud Center for Infectious Diseases, Radboud University Medical Center, Nijmegen, the Netherlands; Research Centre Innovations in Care, Rotterdam University of Applied Science, Rotterdam, the Netherlands",Hochschule Hannover,https://ror.org/03m2kj587
"Centre for Modern Indian Studies, Georg-August-University Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Centre for Nature Conservation of the University of Goettingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Centre for Nature Conservation, University of Goettingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Centre in Transformative Biomimetics in Bioengineering, Queensland University of Technology, Kelvin Grove, Australia; Department of Trauma Surgery, Lutheran Hospital Goettingen-Weende, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
